input.pincode,output.city,output.state,output.lat,output.lon,output.hub,output.hub_pin,output.hub_city,output.ogl_distance,output.distance_from_hub,output.serviceable_flag
504295,Adilabad,Telangana,19.48306,79.32,Ananthapur,,,,93.3109,serveciable
504296,Adilabad,Telangana,19.33242,79.59,Karimnagar,,,,110.7768,serveciable
504297,Adilabad,Telangana,19.13171,79.27,Karimnagar,,,,78.8055,serveciable
504299,Adilabad,Telangana,19.40314,79.72,Karimnagar,,,,124.1127,serveciable
504301,Adilabad,Telangana,18.92901,79.47,Karimnagar,,,,65.4146,serveciable
504302,Adilabad,Telangana,18.84477,79.48,Karimnagar,,,,58.4323,serveciable
504303,Adilabad,Telangana,18.87031,79.51,Karimnagar,,,,62.6275,serveciable
504306,Adilabad,Telangana,19.08729,78.24,Nizamabad,,,,48.4355,serveciable
504310,Adilabad,Telangana,19.11853,78.46,Ananthapur,,,,42.5342,serveciable
504311,Adilabad,Telangana,19.45423,78.84,Ananthapur,,,,43.2813,serveciable
504313,Adilabad,Telangana,19.32733,78.97,Ananthapur,,,,59.7975,serveciable
504323,Adilabad,Telangana,19.30033,78.5,Ananthapur,,,,23.3847,serveciable
504346,Adilabad,Telangana,19.4438,78.68,Ananthapur,,,,26.9435,serveciable
505001,Karim Nagar,Telangana,18.44432,79.17,Karimnagar,,,,4.0586,serveciable
505101,Karim Nagar,Telangana,18.16291,79.48,Warangal,,,,23.6197,serveciable
505102,Karim Nagar,Telangana,18.18539,79.55,Warangal,,,,23.1574,serveciable
505122,Karim Nagar,Telangana,18.2752,79.5,Warangal,,,,34.179,serveciable
505129,Karim Nagar,Telangana,18.32387,79.45,Karimnagar,,,,35.68,serveciable
505152,Karim Nagar,Telangana,18.44517,79.46,Karimnagar,,,,34.5334,serveciable
505153,Karim Nagar,Telangana,18.49588,79.56,Karimnagar,,,,45.5625,serveciable
505162,Karim Nagar,Telangana,18.52441,79.43,Karimnagar,,,,32.8821,serveciable
505172,Karim Nagar,Telangana,18.63872,79.39,Karimnagar,,,,35.3326,serveciable
505174,Karim Nagar,Telangana,18.59894,79.42,Karimnagar,,,,35.3454,serveciable
505184,Karim Nagar,Telangana,18.58523,79.73,Karimnagar,,,,65.1483,serveciable
505185,Karim Nagar,Telangana,18.51666,79.34,Karimnagar,,,,23.6635,serveciable
505186,Karim Nagar,Telangana,18.49314,79.21,Karimnagar,,,,10.3968,serveciable
505187,Karim Nagar,Telangana,18.70909,79.35,Karimnagar,,,,38.1182,serveciable
505188,Karim Nagar,Telangana,18.66255,79.48,Karimnagar,,,,44.4957,serveciable
505208,Karim Nagar,Telangana,18.76223,79.44,Karimnagar,,,,48.7043,serveciable
505209,Karim Nagar,Telangana,18.76247,79.53,Karimnagar,,,,55.4812,serveciable
505210,Karim Nagar,Telangana,18.72827,79.49,Karimnagar,,,,49.8077,serveciable
505211,Karim Nagar,Telangana,18.68522,79.54,Karimnagar,,,,51.1524,serveciable
505212,Karim Nagar,Telangana,18.60856,79.56,Karimnagar,,,,49.0023,serveciable
505214,Karim Nagar,Telangana,18.72179,79.52,Karimnagar,,,,51.7927,serveciable
505215,Karim Nagar,Telangana,18.75788,79.48,Karimnagar,,,,51.2631,serveciable
505301,Karim Nagar,Telangana,18.45819,78.73,Karimnagar,,,,42.5662,serveciable
505302,Karim Nagar,Telangana,18.47387,78.86,Karimnagar,,,,29.0969,serveciable
505303,Karim Nagar,Telangana,18.38314,78.69,Karimnagar,,,,47.072,serveciable
505304,Karim Nagar,Telangana,18.29266,78.59,Karimnagar,,,,59.4293,serveciable
505305,Karim Nagar,Telangana,18.45732,78.6,Karimnagar,,,,56.2555,serveciable
505306,Karim Nagar,Telangana,18.66969,78.73,Karimnagar,,,,49.8399,serveciable
505307,Karim Nagar,Telangana,18.60153,78.69,Karimnagar,,,,50.2258,serveciable
505325,Karim Nagar,Telangana,18.78756,78.61,Nizamabad,,,,55.4216,serveciable
505326,Karim Nagar,Telangana,18.80678,78.71,Karimnagar,,,,60.7773,serveciable
505327,Karim Nagar,Telangana,18.79544,78.91,Karimnagar,,,,46.4495,serveciable
505330,Karim Nagar,Telangana,18.84767,78.71,Karimnagar,,,,63.9531,serveciable
505331,Karim Nagar,Telangana,18.95141,78.72,Ananthapur,,,,68.1772,serveciable
505401,Karim Nagar,Telangana,18.41008,79.0,Karimnagar,,,,14.2813,serveciable
505402,Karim Nagar,Telangana,18.3617,78.93,Karimnagar,,,,22.8974,serveciable
505403,Karim Nagar,Telangana,18.53495,78.78,Karimnagar,,,,38.8301,serveciable
505404,Karim Nagar,Telangana,18.28914,78.7,Karimnagar,,,,48.469,serveciable
505405,Karim Nagar,Telangana,18.32832,78.82,Karimnagar,,,,35.0739,serveciable
505415,Karim Nagar,Telangana,18.6014,79.16,Karimnagar,,,,18.7238,serveciable
505416,Karim Nagar,Telangana,18.74435,79.22,Karimnagar,,,,35.6047,serveciable
505425,Karim Nagar,Telangana,18.95669,79.09,Karimnagar,,,,58.1842,serveciable
505445,Karim Nagar,Telangana,18.55233,78.99,Karimnagar,,,,19.9242,serveciable
505450,Karim Nagar,Telangana,18.9265,78.55,Nizamabad,,,,55.3199,serveciable
505451,Karim Nagar,Telangana,18.4924,79.08,Karimnagar,,,,8.4705,serveciable
505452,Karim Nagar,Telangana,18.71195,78.93,Karimnagar,,,,37.4871,serveciable
505453,Karim Nagar,Telangana,18.77679,78.82,Karimnagar,,,,50.3092,serveciable
505454,Karim Nagar,Telangana,18.95303,79.0,Karimnagar,,,,59.2763,serveciable
505455,Karim Nagar,Telangana,18.78702,78.95,Karimnagar,,,,43.6262,serveciable
505460,Karim Nagar,Telangana,18.95264,78.85,Karimnagar,,,,64.8096,serveciable
505462,Karim Nagar,Telangana,18.79368,78.76,Karimnagar,,,,55.982,serveciable
505466,Karim Nagar,Telangana,18.0578,79.2,Karimnagar,,,,42.5388,serveciable
505467,Karim Nagar,Telangana,18.13977,79.17,Karimnagar,,,,33.0622,serveciable
505468,Karim Nagar,Telangana,18.21199,79.41,Warangal,,,,32.3277,serveciable
505469,Karim Nagar,Telangana,18.35737,79.22,Karimnagar,,,,12.6161,serveciable
505470,Karim Nagar,Telangana,18.32169,79.36,Karimnagar,,,,27.084,serveciable
505471,Karim Nagar,Telangana,18.04287,79.3,Warangal,,,,32.1377,serveciable
505472,Karim Nagar,Telangana,18.18494,79.28,Karimnagar,,,,31.8529,serveciable
505473,Karim Nagar,Telangana,18.14797,79.06,Karimnagar,,,,32.8287,serveciable
505474,Karim Nagar,Telangana,18.31113,79.28,Karimnagar,,,,20.7607,serveciable
505475,Karim Nagar,Telangana,18.3753,79.53,Karimnagar,,,,42.4299,serveciable
505476,Karim Nagar,Telangana,18.09782,79.43,Warangal,,,,21.863,serveciable
505480,Karim Nagar,Telangana,18.16137,79.34,Warangal,,,,33.7112,serveciable
505481,Karim Nagar,Telangana,18.26431,79.16,Karimnagar,,,,19.1957,serveciable
505490,Karim Nagar,Telangana,18.27947,79.31,Karimnagar,,,,25.4719,serveciable
505497,Karim Nagar,Telangana,18.10741,79.34,Warangal,,,,30.5504,serveciable
505498,Karim Nagar,Telangana,18.21172,79.45,Warangal,,,,29.9033,serveciable
505501,Karim Nagar,Telangana,18.61889,78.89,Karimnagar,,,,32.7629,serveciable
505502,Karim Nagar,Telangana,18.38735,79.42,Karimnagar,,,,30.7603,serveciable
505503,Karim Nagar,Telangana,18.57103,80.02,Warangal,,,,79.2696,serveciable
505504,Karim Nagar,Telangana,18.69357,80.25,Warangal,,,,104.9251,serveciable
505505,Karim Nagar,Telangana,18.42349,79.32,Karimnagar,,,,19.7896,serveciable
505514,Karim Nagar,Telangana,18.80115,79.38,Karimnagar,,,,48.334,serveciable
505524,Karim Nagar,Telangana,18.51056,78.91,Karimnagar,,,,24.9546,serveciable
505525,Karim Nagar,Telangana,18.59482,79.27,Karimnagar,,,,22.9148,serveciable
505526,Karim Nagar,Telangana,18.81157,79.19,Karimnagar,,,,42.3042,serveciable
505527,Karim Nagar,Telangana,18.3831,79.16,Karimnagar,,,,6.4452,serveciable
505528,Karim Nagar,Telangana,18.23799,79.02,Karimnagar,,,,24.9328,serveciable
505529,Karim Nagar,Telangana,18.88014,78.96,Karimnagar,,,,52.7389,serveciable
505530,Karim Nagar,Telangana,18.32443,79.07,Karimnagar,,,,13.967,serveciable
505531,Karim Nagar,Telangana,18.60217,79.1,Karimnagar,,,,18.9074,serveciable
505532,Karim Nagar,Telangana,18.76665,79.09,Karimnagar,,,,37.1526,serveciable
506001,Warangal,Telangana,17.9825,79.55,Warangal,,,,4.9818,serveciable
506002,Warangal,Telangana,17.97103,79.59,Warangal,,,,1.4324,serveciable
506003,Warangal,Telangana,17.93749,79.51,Warangal,,,,10.4584,serveciable
506004,Warangal,Telangana,17.97599,79.55,Warangal,,,,5.0262,serveciable
506005,Warangal,Telangana,17.90777,79.64,Warangal,,,,9.4193,serveciable
506006,Warangal,Telangana,18.05988,79.63,Warangal,,,,9.3325,serveciable
506007,Warangal,Telangana,17.99708,79.59,Warangal,,,,1.8373,serveciable
506008,Warangal,Telangana,17.94503,79.63,Warangal,,,,5.3861,serveciable
506009,Warangal,Telangana,18.02051,79.55,Warangal,,,,6.5686,serveciable
506011,Warangal,Telangana,18.00563,79.56,Warangal,,,,4.7221,serveciable
506013,Warangal,Telangana,18.02694,79.75,Warangal,,,,16.9237,serveciable
506015,Warangal,Telangana,18.05826,79.55,Warangal,,,,9.8341,serveciable
506101,Warangal,Telangana,17.62497,79.93,Mahabubabad,,,,15.3967,serveciable
506102,Warangal,Telangana,17.6568,80.01,Mahabubabad,,,,7.1728,serveciable
506112,Warangal,Telangana,17.69176,79.86,Mahabubabad,,,,19.3636,serveciable
506122,Warangal,Telangana,17.81381,79.82,Mahabubabad,,,,25.9294,serveciable
506132,Warangal,Telangana,17.9797,79.92,Mahabubabad,,,,32.2136,serveciable
506134,Warangal,Telangana,17.81589,79.98,Mahabubabad,,,,13.0574,serveciable
506135,Warangal,Telangana,17.91907,80.13,Mahabubabad,,,,24.6604,serveciable
506142,Warangal,Telangana,17.98863,79.38,Warangal,,,,22.9726,serveciable
506143,Warangal,Telangana,17.83315,79.45,Warangal,,,,22.72,serveciable
506144,Warangal,Telangana,17.88899,79.37,Warangal,,,,26.1567,serveciable
506145,Warangal,Telangana,17.93944,79.28,Warangal,,,,33.8738,serveciable
506151,Warangal,Telangana,17.94495,79.4,Warangal,,,,21.2513,serveciable
506163,Warangal,Telangana,17.60487,79.67,Mahabubabad,,,,41.17,serveciable
506164,Warangal,Telangana,18.2184,79.7,Warangal,,,,28.4475,serveciable
506165,Warangal,Telangana,18.40714,80.35,Mahabubabad,,,,83.698,serveciable
506166,Warangal,Telangana,17.90605,79.6,Warangal,,,,8.4508,serveciable
506167,Warangal,Telangana,17.7252,79.15,Warangal,,,,55.269,serveciable
506168,Warangal,Telangana,18.38094,79.84,Warangal,,,,51.2473,serveciable
506169,Warangal,Telangana,18.45187,79.99,Warangal,,,,66.7226,serveciable
506170,Warangal,Telangana,18.39889,79.75,Warangal,,,,49.0894,serveciable
506201,Warangal,Telangana,17.67304,79.15,Warangal,,,,58.4824,serveciable
506221,Warangal,Telangana,17.80333,79.04,Warangal,,,,62.2083,serveciable
506222,Warangal,Telangana,17.57891,79.46,Warangal,,,,47.1137,serveciable
506223,Warangal,Telangana,17.90506,78.95,Karimnagar,,,,62.0107,serveciable
506224,Warangal,Telangana,17.90289,79.09,Warangal,,,,54.3611,serveciable
506244,Warangal,Telangana,17.79748,79.29,Warangal,,,,38.432,serveciable
506252,Warangal,Telangana,17.73126,79.39,Warangal,,,,35.4654,serveciable
506301,Warangal,Telangana,17.85985,79.31,Warangal,,,,33.2736,serveciable
506302,Warangal,Telangana,17.59196,79.38,Warangal,,,,49.0854,serveciable
506303,Warangal,Telangana,17.63608,79.29,Warangal,,,,50.3639,serveciable
506310,Warangal,Telangana,17.83062,79.64,Warangal,,,,17.434,serveciable
506313,Warangal,Telangana,17.79148,79.57,Warangal,,,,21.3781,serveciable
506314,Warangal,Telangana,17.68817,79.56,Warangal,,,,32.9076,serveciable
506316,Warangal,Telangana,17.73675,79.51,Warangal,,,,28.7865,serveciable
506317,Warangal,Telangana,17.60854,79.56,Warangal,,,,41.7122,serveciable
506318,Warangal,Telangana,17.54289,79.57,Warangal,,,,48.9111,serveciable
506319,Warangal,Telangana,18.16941,79.72,Warangal,,,,24.5569,serveciable
506324,Warangal,Telangana,17.50281,79.75,Mahabubabad,,,,38.7896,serveciable
506329,Warangal,Telangana,17.8964,79.71,Warangal,,,,15.2724,serveciable
506330,Warangal,Telangana,17.9706,79.69,Warangal,,,,9.9072,serveciable
506331,Warangal,Telangana,17.9663,79.8,Warangal,,,,21.5312,serveciable
506332,Warangal,Telangana,17.85869,79.88,Mahabubabad,,,,23.4632,serveciable
506342,Warangal,Telangana,18.07655,79.71,Warangal,,,,15.9071,serveciable
506343,Warangal,Telangana,18.17992,79.89,Warangal,,,,37.9856,serveciable
506345,Warangal,Telangana,18.31475,79.95,Warangal,,,,52.5304,serveciable
506347,Warangal,Telangana,18.19635,80.22,Mahabubabad,,,,56.8684,serveciable
506348,Warangal,Telangana,18.24708,79.78,Warangal,,,,35.2482,serveciable
506349,Warangal,Telangana,18.07907,79.84,Warangal,,,,27.8588,serveciable
506352,Warangal,Telangana,18.20231,80.04,Warangal,,,,52.8356,serveciable
506355,Warangal,Telangana,17.95389,78.9,Karimnagar,,,,58.8786,serveciable
506356,Warangal,Telangana,18.39078,79.66,Warangal,,,,45.9374,serveciable
506365,Warangal,Telangana,17.76031,79.71,Warangal,,,,27.3938,serveciable
506366,Warangal,Telangana,18.30252,79.63,Warangal,,,,35.8093,serveciable
506367,Warangal,Telangana,17.9636,79.11,Warangal,,,,51.5607,serveciable
506368,Warangal,Telangana,17.62436,79.77,Mahabubabad,,,,30.4232,serveciable
506369,Warangal,Telangana,17.77542,79.77,Warangal,,,,29.3673,serveciable
506370,Warangal,Telangana,18.02124,79.5,Warangal,,,,11.1571,serveciable
506371,Warangal,Telangana,18.06796,79.49,Warangal,,,,14.8191,serveciable
506391,Warangal,Telangana,18.20421,79.63,Warangal,,,,24.9521,serveciable
508001,Nalgonda,Telangana,17.05609,79.24,Nalgonda,,,,22.1562,serveciable
508002,Nalgonda,Telangana,17.16212,79.27,Nalgonda,,,,34.2743,serveciable
508004,Nalgonda,Telangana,16.98333,79.22,Nalgonda,,,,13.9386,serveciable
508101,Nalgonda,Telangana,17.63057,79.08,Warangal,,,,67.2605,serveciable
508105,Nalgonda,Telangana,17.72985,78.94,Hyderabad,,,,64.6093,serveciable
508111,Nalgonda,Telangana,17.47174,79.14,Nalgonda,,,,68.7397,serveciable
508112,Nalgonda,Telangana,17.38432,79.05,Nalgonda,,,,61.1711,serveciable
508113,Nalgonda,Telangana,17.30645,79.11,Nalgonda,,,,51.1577,serveciable
508114,Nalgonda,Telangana,17.19697,79.08,Nalgonda,,,,40.4275,serveciable
508115,Nalgonda,Telangana,17.64814,78.9,Hyderabad,,,,55.7304,serveciable
508116,Nalgonda,Telangana,17.50901,78.89,Hyderabad,,,,47.5374,serveciable
508117,Nalgonda,Telangana,17.5787,78.8,Hyderabad,,,,42.6206,serveciable
508126,Nalgonda,Telangana,17.51572,78.76,Hyderabad,,,,35.3026,serveciable
508202,Nalgonda,Telangana,16.61558,79.34,Nalgonda,,,,29.9462,serveciable
508205,Nalgonda,Telangana,17.17784,79.31,Nalgonda,,,,36.8995,serveciable
508207,Nalgonda,Telangana,16.88403,79.55,Nalgonda,,,,35.4992,serveciable
508210,Nalgonda,Telangana,17.28243,79.39,Nalgonda,,,,50.6313,serveciable
508211,Nalgonda,Telangana,17.16857,79.44,Nalgonda,,,,41.8604,serveciable
508213,Nalgonda,Telangana,17.11719,79.61,Nalgonda,,,,50.7231,serveciable
508217,Nalgonda,Telangana,16.96236,79.53,Nalgonda,,,,35.213,serveciable
508223,Nalgonda,Telangana,17.48294,79.45,Warangal,,,,57.6384,serveciable
508224,Nalgonda,Telangana,17.29305,79.57,Nalgonda,,,,61.1886,serveciable
508243,Nalgonda,Telangana,16.6878,79.04,Nalgonda,,,,26.7447,serveciable
508244,Nalgonda,Telangana,17.09509,79.05,Nalgonda,,,,31.8173,serveciable
508245,Nalgonda,Telangana,16.97953,78.84,Nalgonda,,,,42.372,serveciable
508247,Nalgonda,Telangana,17.00809,79.38,Nalgonda,,,,24.0277,serveciable
508248,Nalgonda,Telangana,16.57108,79.01,Nalgonda,,,,38.8097,serveciable
508250,Nalgonda,Telangana,16.85908,78.79,Nalgonda,,,,45.4931,serveciable
508252,Nalgonda,Telangana,17.29575,78.87,Hyderabad,,,,43.0562,serveciable
508253,Nalgonda,Telangana,17.13162,78.88,Nalgonda,,,,47.0504,serveciable
508254,Nalgonda,Telangana,17.23088,79.22,Nalgonda,,,,41.4632,serveciable
508255,Nalgonda,Telangana,16.96437,79.05,Nalgonda,,,,21.3878,serveciable
508256,Nalgonda,Telangana,16.88854,79.09,Nalgonda,,,,13.9856,serveciable
508257,Nalgonda,Telangana,16.77742,79.09,Nalgonda,,,,16.2621,serveciable
508258,Nalgonda,Telangana,16.61825,78.78,Nalgonda,,,,53.675,serveciable
508266,Nalgonda,Telangana,16.77018,79.23,Nalgonda,,,,9.8554,serveciable
508277,Nalgonda,Telangana,17.44975,79.32,Warangal,,,,66.0617,serveciable
508278,Nalgonda,Telangana,16.83414,79.36,Nalgonda,,,,15.3956,serveciable
508279,Nalgonda,Telangana,17.40104,79.49,Warangal,,,,65.5886,serveciable
508280,Nalgonda,Telangana,17.4381,79.64,Mahabubabad,,,,52.4479,serveciable
508284,Nalgonda,Telangana,17.35131,78.82,Hyderabad,,,,37.1589,serveciable
508285,Nalgonda,Telangana,17.43655,78.94,Hyderabad,,,,50.5918,serveciable
508286,Nalgonda,Telangana,17.54987,79.01,Hyderabad,,,,61.0473,serveciable
508373,Nalgonda,Telangana,16.84099,78.94,Nalgonda,,,,29.5924,serveciable
508374,Nalgonda,Telangana,17.0003,79.47,Nalgonda,,,,31.1742,serveciable
508376,Nalgonda,Telangana,17.1857,79.56,Nalgonda,,,,51.5159,serveciable
508377,Nalgonda,Telangana,16.73169,79.34,Nalgonda,,,,19.1654,serveciable
509001,Mahbubnagar,Telangana,16.72396,77.99,Mahabubnagar,,,,2.4804,serveciable
509002,Mahbubnagar,Telangana,16.72559,78.07,Mahabubnagar,,,,6.7345,serveciable
509102,Mahbubnagar,Telangana,16.18388,78.29,Kurnool,,,,47.5647,serveciable
509103,Mahbubnagar,Telangana,16.3215,78.05,Mahabubnagar,,,,46.5276,serveciable
509106,Mahbubnagar,Telangana,16.40471,78.02,Mahabubnagar,,,,37.0819,serveciable
509110,Mahbubnagar,Telangana,16.40851,77.85,Mahabubnagar,,,,40.3264,serveciable
509120,Mahbubnagar,Telangana,16.22191,78.09,Kurnool,,,,43.9048,serveciable
509130,Mahbubnagar,Telangana,16.42483,77.71,Mahabubnagar,,,,47.1369,serveciable
509201,Mahbubnagar,Telangana,16.33334,78.91,Nalgonda,,,,66.9122,serveciable
509202,Mahbubnagar,Telangana,16.94223,78.14,Mahabubnagar,,,,26.6977,serveciable
509203,Mahbubnagar,Telangana,16.51854,78.17,Mahabubnagar,,,,29.8839,serveciable
509204,Mahbubnagar,Telangana,16.6337,77.81,Mahabubnagar,,,,24.0774,serveciable
509205,Mahbubnagar,Telangana,16.63471,77.62,Rangareddy,,,,36.99,serveciable
509206,Mahbubnagar,Telangana,16.35421,78.12,Mahabubnagar,,,,44.311,serveciable
509207,Mahbubnagar,Telangana,17.08595,78.03,Rangareddy,,,,31.7389,serveciable
509209,Mahbubnagar,Telangana,16.53087,78.34,Mahabubnagar,,,,42.2004,serveciable
509210,Mahbubnagar,Telangana,16.74594,77.55,Rangareddy,,,,31.9072,serveciable
509215,Mahbubnagar,Telangana,16.5454,78.26,Mahabubnagar,,,,34.3346,serveciable
509216,Mahbubnagar,Telangana,17.06448,78.22,Hyderabad,,,,42.2481,serveciable
509217,K.V.Rangareddy,Telangana,17.17981,78.15,Hyderabad,,,,39.4458,serveciable
509219,Mahbubnagar,Telangana,16.51122,77.86,Mahabubnagar,,,,29.747,serveciable
509228,Mahbubnagar,Telangana,17.10297,78.29,Hyderabad,,,,34.3844,serveciable
509235,Mahbubnagar,Telangana,16.39682,78.27,Mahabubnagar,,,,47.0997,serveciable
509301,Mahbubnagar,Telangana,16.78993,78.16,Mahabubnagar,,,,17.1726,serveciable
509302,Mahbubnagar,Telangana,16.75541,78.18,Mahabubnagar,,,,18.4058,serveciable
509320,Mahbubnagar,Telangana,16.7132,78.43,Mahabubnagar,,,,45.013,serveciable
509321,Mahbubnagar,Telangana,16.87686,78.6,Hyderabad,,,,55.4705,serveciable
509324,Mahbubnagar,Telangana,16.62941,78.58,Mahabubnagar,,,,62.1006,serveciable
509325,K.V.Rangareddy,Telangana,17.15896,78.31,Hyderabad,,,,28.0783,serveciable
509327,Mahbubnagar,Telangana,16.86456,78.77,Nalgonda,,,,47.6261,serveciable
509334,Mahbubnagar,Telangana,16.82032,77.88,Rangareddy,,,,16.1853,serveciable
509335,Mahbubnagar,Telangana,16.99878,77.86,Rangareddy,,,,11.4406,serveciable
509336,Mahbubnagar,Telangana,17.03911,77.58,Rangareddy,,,,24.4861,serveciable
509337,Mahbubnagar,Telangana,16.90149,77.84,Rangareddy,,,,7.1269,serveciable
509338,Mahbubnagar,Telangana,17.14435,77.68,Rangareddy,,,,26.0982,serveciable
509339,Mahbubnagar,Telangana,16.95087,77.72,Rangareddy,,,,6.791,serveciable
509340,Mahbubnagar,Telangana,16.90341,78.01,Mahabubnagar,,,,18.3939,serveciable
509349,Mahbubnagar,Telangana,16.55883,78.63,Mahabubnagar,,,,69.1839,serveciable
509350,Mahbubnagar,Telangana,17.06894,77.7,Rangareddy,,,,17.6367,serveciable
509351,Mahbubnagar,Telangana,16.58831,77.71,Mahabubnagar,,,,35.8531,serveciable
509353,Mahbubnagar,Telangana,16.52599,77.65,Mahabubnagar,,,,44.8487,serveciable
509357,Mahbubnagar,Telangana,16.78073,78.33,Mahabubnagar,,,,34.6011,serveciable
509358,Mahbubnagar,Telangana,16.95539,78.52,Hyderabad,,,,45.3031,serveciable
509360,Mahbubnagar,Telangana,16.76748,78.59,Mahabubnagar,,,,62.0448,serveciable
509371,Mahbubnagar,Telangana,16.79171,77.8,Rangareddy,,,,15.5237,serveciable
509375,Mahbubnagar,Telangana,16.43913,78.8,Nalgonda,,,,64.4019,serveciable
509376,Mahbubnagar,Telangana,16.46684,78.66,Nalgonda,,,,73.6122,serveciable
509380,Mahbubnagar,Telangana,16.5471,78.05,Mahabubnagar,,,,21.6914,serveciable
509381,Mahbubnagar,Telangana,16.38062,77.96,Mahabubnagar,,,,40.0682,serveciable
509382,Mahbubnagar,Telangana,16.61192,77.99,Mahabubnagar,,,,14.1514,serveciable
509385,Mahbubnagar,Telangana,16.42746,78.46,Mahabubnagar,,,,59.2591,serveciable
509401,Mahbubnagar,Telangana,16.20996,78.51,Kurnool,,,,65.6375,serveciable
509406,Mahbubnagar,Telangana,16.6578,78.18,Mahabubnagar,,,,20.3648,serveciable
509407,Mahbubnagar,Telangana,16.83531,77.54,Rangareddy,,,,27.6221,serveciable
509408,Mahbubnagar,Telangana,16.94584,78.34,Mahabubnagar,,,,42.2113,serveciable
509409,Mahbubnagar,Telangana,16.5493,77.78,Mahabubnagar,,,,32.1061,serveciable
509410,Mahbubnagar,Telangana,17.13036,78.1,Rangareddy,,,,40.6676,serveciable
509411,Mahbubnagar,Telangana,16.86367,77.65,Rangareddy,,,,15.6749,serveciable
509412,Mahbubnagar,Telangana,16.29019,78.36,Kurnool,,,,61.5439,serveciable
572104,Tumkur,Karnataka,13.31505,77.15,Bangalore,,,,62.4198,serveciable
572106,Tumkur,Karnataka,13.41153,77.14,Bangalore,,,,69.9796,serveciable
572107,Tumkur,Karnataka,13.35701,77.03,Bangalore,,,,75.8016,serveciable
572129,Tumkur,Karnataka,13.49072,77.26,Bangalore,,,,67.9583,serveciable
515110,Ananthapur,Andhra Pradesh,14.09482,77.63,Anantapur,,,,72.7773,serveciable
515122,Ananthapur,Andhra Pradesh,13.97433,77.59,Anantapur,,,,84.6873,serveciable
515124,Ananthapur,Andhra Pradesh,14.02447,77.48,Anantapur,,,,77.5267,serveciable
515201,Ananthapur,Andhra Pradesh,13.83627,77.49,Bangalore,,,,95.1456,serveciable
515202,Ananthapur,Andhra Pradesh,13.8268,77.52,Bangalore,,,,93.6745,serveciable
515211,Ananthapur,Andhra Pradesh,13.74714,77.49,Bangalore,,,,85.3567,serveciable
515212,Ananthapur,Andhra Pradesh,13.8591,77.5,Anantapur,,,,96.0244,serveciable
515231,Ananthapur,Andhra Pradesh,14.00696,77.81,Anantapur,,,,89.2292,serveciable
515241,Ananthapur,Andhra Pradesh,13.96542,77.7,Anantapur,,,,88.804,serveciable
515261,Ananthapur,Andhra Pradesh,13.91661,77.47,Anantapur,,,,89.4368,serveciable
515271,Ananthapur,Andhra Pradesh,13.92183,77.08,Anantapur,,,,96.431,serveciable
515291,Ananthapur,Andhra Pradesh,13.90744,77.22,Anantapur,,,,93.1424,serveciable
515301,Ananthapur,Andhra Pradesh,13.94073,77.27,Anantapur,,,,88.3488,serveciable
515303,Ananthapur,Andhra Pradesh,13.91089,77.32,Anantapur,,,,90.7462,serveciable
515305,Ananthapur,Andhra Pradesh,13.99979,77.15,Anantapur,,,,85.5752,serveciable
515311,Ananthapur,Andhra Pradesh,13.81191,77.04,Anantapur,,,,109.3724,serveciable
515321,Ananthapur,Andhra Pradesh,13.81923,77.12,Anantapur,,,,105.5852,serveciable
515331,Ananthapur,Andhra Pradesh,13.81743,77.6,Bangalore,,,,92.0314,serveciable
515341,Ananthapur,Andhra Pradesh,13.81877,77.7,Bangalore,,,,92.5604,serveciable
627753,Tirunelveli,Tamil Nadu,9.27159,77.56,Tirunelveli,,,,62.4346,serveciable
515556,Ananthapur,Andhra Pradesh,13.90129,78.04,Kadapa,,,,105.8828,serveciable
515561,Ananthapur,Andhra Pradesh,13.98799,77.99,Anantapur,,,,101.3131,serveciable
628712,Tuticorin,Tamil Nadu,9.04153,78.1,Tirunelveli,,,,55.0972,serveciable
515601,Ananthapur,Andhra Pradesh,13.87354,77.78,Bangalore,,,,99.7575,serveciable
628716,Tuticorin,Tamil Nadu,9.07888,77.8,Tirunelveli,,,,40.0338,serveciable
628902,Tuticorin,Tamil Nadu,9.17591,78.05,Tirunelveli,,,,62.0738,serveciable
628904,Tuticorin,Tamil Nadu,9.22908,78.14,Tirunelveli,,,,72.8709,serveciable
561101,Bengaluru Rural,Karnataka,13.1478,77.16,Bangalore,,,,52.8242,serveciable
517101,Chittoor,Andhra Pradesh,13.58057,79.31,Tirupati,,,,13.0973,serveciable
517125,Chittoor,Andhra Pradesh,13.23492,79.19,Vellore,,,,39.8145,serveciable
517126,Chittoor,Andhra Pradesh,13.36105,79.18,Tirupati,,,,39.5949,serveciable
517132,Chittoor,Andhra Pradesh,13.07964,79.12,Vellore,,,,21.0063,serveciable
517167,Chittoor,Andhra Pradesh,13.31034,79.3,Tirupati,,,,37.8391,serveciable
517247,Chittoor,Andhra Pradesh,13.36421,78.59,Vellore,,,,72.4891,serveciable
517325,Chittoor,Andhra Pradesh,13.57809,78.48,Vellore,,,,98.1139,serveciable
803221,Patna,Bihar,25.49111,85.84,Begusarai,,,,25.0383,serveciable
517351,Chittoor,Andhra Pradesh,13.75537,78.35,Kadapa,,,,95.1898,serveciable
517352,Chittoor,Andhra Pradesh,13.62977,78.45,Kadapa,,,,102.62,serveciable
