input.pincode,output.city,output.state,output.lat,output.lon,output.hub,output.hub_pin,output.hub_city,output.ogl_distance,output.distance_from_hub,output.serviceable_flag
517370,Chittoor,Andhra Pradesh,13.66417,78.28,Bangalore,,,,103.534,serveciable
517390,Chittoor,Andhra Pradesh,13.84289,78.3,Kadapa,,,,90.3435,serveciable
517391,Chittoor,Andhra Pradesh,13.70372,78.16,Bangalore,,,,98.5474,serveciable
517401,Chittoor,Andhra Pradesh,12.86016,78.51,Vellore,,,,59.7828,serveciable
517403,Chittoor,Andhra Pradesh,13.12566,79.2,Vellore,,,,29.3202,serveciable
517415,Chittoor,Andhra Pradesh,13.08775,78.59,Vellore,,,,55.0367,serveciable
517417,Chittoor,Andhra Pradesh,13.41213,78.43,Vellore,,,,88.8595,serveciable
517419,Chittoor,Andhra Pradesh,13.17741,79.19,Vellore,,,,33.9092,serveciable
517421,Chittoor,Andhra Pradesh,13.1967,79.31,Vellore,,,,42.6828,serveciable
517423,Chittoor,Andhra Pradesh,12.8775,78.38,Vellore,,,,73.7499,serveciable
517424,Chittoor,Andhra Pradesh,12.97469,78.54,Vellore,,,,56.9623,serveciable
517425,Chittoor,Andhra Pradesh,12.75092,78.41,Vellore,,,,72.3968,serveciable
517426,Chittoor,Andhra Pradesh,12.77476,78.29,Bangalore,,,,76.4674,serveciable
517432,Chittoor,Andhra Pradesh,13.14288,78.66,Vellore,,,,51.0611,serveciable
517501,Chittoor,Andhra Pradesh,13.63138,79.42,Tirupati,,,,0.1534,serveciable
517502,Chittoor,Andhra Pradesh,13.62207,79.39,Tirupati,,,,3.3597,serveciable
517503,Chittoor,Andhra Pradesh,13.58953,79.46,Tirupati,,,,6.24,serveciable
517504,Chittoor,Andhra Pradesh,13.69501,79.37,Tirupati,,,,9.0245,serveciable
517505,Chittoor,Andhra Pradesh,13.58734,79.36,Tirupati,,,,8.0342,serveciable
517506,Chittoor,Andhra Pradesh,13.63218,79.48,Tirupati,,,,6.4883,serveciable
517507,Chittoor,Andhra Pradesh,13.62779,79.45,Tirupati,,,,3.2512,serveciable
517520,Chittoor,Andhra Pradesh,13.68983,79.5,Tirupati,,,,10.9077,serveciable
517526,Chittoor,Andhra Pradesh,13.6227,79.58,Tirupati,,,,17.3095,serveciable
517536,Chittoor,Andhra Pradesh,13.86149,79.7,Tirupati,,,,39.714,serveciable
517541,Chittoor,Andhra Pradesh,13.57725,79.93,Thiruvallur,,,,38.4522,serveciable
517551,Chittoor,Andhra Pradesh,13.53531,79.56,Tirupati,,,,18.4346,serveciable
517561,Chittoor,Andhra Pradesh,13.5159,79.37,Tirupati,,,,13.7905,serveciable
517569,Chittoor,Andhra Pradesh,13.43029,79.33,Tirupati,,,,24.2448,serveciable
517571,Chittoor,Andhra Pradesh,13.4902,79.54,Tirupati,,,,20.2462,serveciable
517581,Chittoor,Andhra Pradesh,13.44589,79.63,Tirupati,,,,30.5695,serveciable
517582,Chittoor,Andhra Pradesh,13.39279,79.44,Tirupati,,,,26.465,serveciable
517583,Chittoor,Andhra Pradesh,13.42251,79.54,Tirupati,,,,26.4691,serveciable
517584,Chittoor,Andhra Pradesh,13.37563,79.54,Tirupati,,,,31.1185,serveciable
517586,Chittoor,Andhra Pradesh,13.28676,79.71,Thiruvallur,,,,37.6552,serveciable
517587,Chittoor,Andhra Pradesh,13.41101,79.71,Tirupati,,,,39.6982,serveciable
517588,Chittoor,Andhra Pradesh,13.44013,79.93,Thiruvallur,,,,24.8007,serveciable
517589,Chittoor,Andhra Pradesh,13.40725,79.83,Thiruvallur,,,,29.8315,serveciable
517590,Chittoor,Andhra Pradesh,13.32301,79.61,Tirupati,,,,39.8416,serveciable
517591,Chittoor,Andhra Pradesh,13.35856,79.68,Tirupati,,,,41.247,serveciable
517592,Chittoor,Andhra Pradesh,13.32403,79.56,Tirupati,,,,37.2384,serveciable
517599,Chittoor,Andhra Pradesh,13.24905,79.39,Tirupati,,,,42.4838,serveciable
517619,Chittoor,Andhra Pradesh,13.72373,79.59,Tirupati,,,,21.1181,serveciable
517620,Chittoor,Andhra Pradesh,13.8522,79.53,Tirupati,,,,27.4158,serveciable
517640,Chittoor,Andhra Pradesh,13.73954,79.7,Tirupati,,,,32.6108,serveciable
517641,Chittoor,Andhra Pradesh,13.70694,79.65,Tirupati,,,,26.282,serveciable
517642,Chittoor,Andhra Pradesh,13.79223,79.76,Tirupati,,,,40.9197,serveciable
517643,Chittoor,Andhra Pradesh,13.56288,79.71,Tirupati,,,,32.2192,serveciable
517644,Chittoor,Andhra Pradesh,13.76751,79.71,Tirupati,,,,34.8614,serveciable
517645,Chittoor,Andhra Pradesh,13.72044,79.87,Tirupati,,,,49.6484,serveciable
304802,Tonk,Rajasthan,25.834,75.66,Jaipur,,,,120.5371,serveciable
304803,Tonk,Rajasthan,25.7816,75.51,Jaipur,,,,128.6958,serveciable
562111,Bengaluru Rural,Karnataka,13.23783,77.23,Bangalore,,,,50.4303,serveciable
572101,Tumkur,Karnataka,13.35428,77.12,Bangalore,,,,67.6114,serveciable
572102,Tumkur,Karnataka,13.32587,77.11,Bangalore,,,,66.6641,serveciable
572103,Tumkur,Karnataka,13.3325,77.13,Bangalore,,,,65.3082,serveciable
572105,Tumkur,Karnataka,13.31889,77.09,Bangalore,,,,68.0491,serveciable
311202,Bhilwara,Rajasthan,25.6177,75.1,Jaipur,,,,159.4033,serveciable
311203,Bhilwara,Rajasthan,25.50488,75.28,Jaipur,,,,164.4455,serveciable
311402,Bhilwara,Rajasthan,25.36731,74.38,Jaipur,,,,221.8883,serveciable
311803,Bhilwara,Rajasthan,25.41008,74.17,Jaipur,,,,232.2546,serveciable
572118,Tumkur,Karnataka,13.25933,77.05,Bangalore,,,,68.607,serveciable
572122,Tumkur,Karnataka,13.19294,77.13,Bangalore,,,,57.6678,serveciable
572128,Tumkur,Karnataka,13.50117,77.02,Bangalore,,,,86.3028,serveciable
520001,Krishna,Andhra Pradesh,16.53806,80.63,Vijayawada,,,,2.5739,serveciable
520002,Krishna,Andhra Pradesh,16.51532,80.64,Vijayawada,,,,0.843,serveciable
520003,Krishna,Andhra Pradesh,16.52069,80.64,Vijayawada,,,,1.0534,serveciable
520004,Krishna,Andhra Pradesh,16.53229,80.67,Vijayawada,,,,4.4744,serveciable
520007,Krishna,Andhra Pradesh,16.48855,80.68,Vijayawada,,,,5.8932,serveciable
520008,Krishna,Andhra Pradesh,16.51163,80.66,Vijayawada,,,,2.9979,serveciable
520010,Krishna,Andhra Pradesh,16.50247,80.64,Vijayawada,,,,1.6281,serveciable
520011,Krishna,Andhra Pradesh,16.52092,80.65,Vijayawada,,,,2.0186,serveciable
520012,Krishna,Andhra Pradesh,16.61255,80.64,Vijayawada,,,,10.8797,serveciable
520013,Krishna,Andhra Pradesh,16.48808,80.64,Vijayawada,,,,3.1096,serveciable
520015,Krishna,Andhra Pradesh,16.53485,80.65,Vijayawada,,,,2.9177,serveciable
521101,Krishna,Andhra Pradesh,16.57272,80.8,Vijayawada,,,,19.0128,serveciable
521102,Krishna,Andhra Pradesh,16.53992,80.76,Vijayawada,,,,13.913,serveciable
521104,Krishna,Andhra Pradesh,16.50949,80.73,Vijayawada,,,,10.455,serveciable
521107,Krishna,Andhra Pradesh,16.55611,80.73,Vijayawada,,,,11.393,serveciable
521108,Krishna,Andhra Pradesh,16.53342,80.7,Vijayawada,,,,7.5225,serveciable
323025,Bundi,Rajasthan,25.60596,75.44,Jaipur,,,,149.2972,serveciable
521132,Krishna,Andhra Pradesh,16.18566,80.88,Vijayawada,,,,45.1743,serveciable
521134,Krishna,Andhra Pradesh,16.45162,80.69,Vijayawada,,,,9.3692,serveciable
521137,Krishna,Andhra Pradesh,16.48414,80.71,Vijayawada,,,,8.9864,serveciable
521139,Krishna,Andhra Pradesh,16.44626,80.71,Vijayawada,,,,11.2879,serveciable
521151,Krishna,Andhra Pradesh,16.45023,80.76,Vijayawada,,,,15.4223,serveciable
521153,Krishna,Andhra Pradesh,16.43094,80.81,Vijayawada,,,,21.1474,serveciable
521163,Krishna,Andhra Pradesh,16.33268,80.78,Vijayawada,,,,25.6873,serveciable
521164,Krishna,Andhra Pradesh,16.42126,80.86,Vijayawada,,,,26.4428,serveciable
521165,Krishna,Andhra Pradesh,16.35472,80.83,Vijayawada,,,,27.6245,serveciable
521180,Krishna,Andhra Pradesh,16.66357,80.39,Vijayawada,,,,30.6357,serveciable
521181,Krishna,Andhra Pradesh,16.73104,80.44,Vijayawada,,,,31.5597,serveciable
521183,Krishna,Andhra Pradesh,16.68225,80.28,Vijayawada,,,,41.8764,serveciable
521212,Krishna,Andhra Pradesh,16.62221,80.71,Vijayawada,,,,14.5274,serveciable
521225,Krishna,Andhra Pradesh,16.53631,80.58,Vijayawada,,,,6.0383,serveciable
521228,Krishna,Andhra Pradesh,16.63774,80.57,Vijayawada,,,,15.1681,serveciable
521229,Krishna,Andhra Pradesh,16.7074,80.58,Vijayawada,,,,22.1024,serveciable
521241,Krishna,Andhra Pradesh,16.57446,80.56,Vijayawada,,,,10.1379,serveciable
521245,Krishna,Andhra Pradesh,16.40774,80.82,Vijayawada,,,,23.3181,serveciable
521246,Krishna,Andhra Pradesh,16.32727,80.86,Vijayawada,,,,32.0408,serveciable
521247,Krishna,Andhra Pradesh,16.25619,80.85,Vijayawada,,,,36.9937,serveciable
521250,Krishna,Andhra Pradesh,16.28149,80.86,Vijayawada,,,,35.5695,serveciable
521256,Krishna,Andhra Pradesh,16.35972,80.89,Vijayawada,,,,32.4755,serveciable
521260,Krishna,Andhra Pradesh,16.48091,80.83,Vijayawada,,,,21.4373,serveciable
521286,Krishna,Andhra Pradesh,16.5963,80.85,Vijayawada,,,,24.9223,serveciable
628906,Tuticorin,Tamil Nadu,9.06237,78.34,Tirunelveli,,,,78.4596,serveciable
628907,Tuticorin,Tamil Nadu,9.11857,78.21,Tirunelveli,,,,69.8822,serveciable
627713,Tirunelveli,Tamil Nadu,9.21417,77.74,Tirunelveli,,,,53.938,serveciable
521456,Krishna,Andhra Pradesh,16.62444,80.49,Vijayawada,,,,19.428,serveciable
522001,Guntur,Andhra Pradesh,16.3023,80.46,Guntur,,,,1.7348,serveciable
522002,Guntur,Andhra Pradesh,16.30771,80.44,Guntur,,,,2.2399,serveciable
522003,Guntur,Andhra Pradesh,16.27933,80.44,Guntur,,,,1.5959,serveciable
522004,Guntur,Andhra Pradesh,16.29566,80.43,Guntur,,,,2.2254,serveciable
522005,Guntur,Andhra Pradesh,16.29516,80.38,Guntur,,,,7.4931,serveciable
522006,Guntur,Andhra Pradesh,16.32467,80.41,Guntur,,,,5.752,serveciable
522007,Guntur,Andhra Pradesh,16.32196,80.43,Guntur,,,,4.1455,serveciable
522009,Guntur,Andhra Pradesh,16.32692,80.35,Guntur,,,,11.4345,serveciable
522015,Guntur,Andhra Pradesh,16.1294,80.33,Guntur,,,,21.979,serveciable
522016,Guntur,Andhra Pradesh,16.48299,80.38,Guntur,,,,22.7217,serveciable
522017,Guntur,Andhra Pradesh,16.20819,80.41,Guntur,,,,10.0492,serveciable
522018,Guntur,Andhra Pradesh,16.41608,80.36,Guntur,,,,16.9928,serveciable
522019,Guntur,Andhra Pradesh,16.20535,80.33,Guntur,,,,15.8967,serveciable
522020,Guntur,Andhra Pradesh,16.57072,80.34,Vijayawada,,,,31.7461,serveciable
522034,Guntur,Andhra Pradesh,16.3665,80.43,Guntur,,,,8.7701,serveciable
522101,Guntur,Andhra Pradesh,15.89921,80.52,Guntur,,,,44.0927,serveciable
522102,Guntur,Andhra Pradesh,15.8718,80.46,Guntur,,,,46.514,serveciable
522111,Guntur,Andhra Pradesh,15.96629,80.57,Guntur,,,,38.2092,serveciable
522112,Guntur,Andhra Pradesh,16.05116,80.42,Guntur,,,,26.7504,serveciable
522113,Guntur,Andhra Pradesh,15.96593,80.43,Guntur,,,,36.0982,serveciable
522124,Guntur,Andhra Pradesh,16.0888,80.49,Guntur,,,,22.7765,serveciable
522201,Guntur,Andhra Pradesh,16.2328,80.65,Guntur,,,,22.2766,serveciable
522202,Guntur,Andhra Pradesh,16.24772,80.64,Guntur,,,,20.8188,serveciable
522211,Guntur,Andhra Pradesh,16.19671,80.58,Guntur,,,,17.3267,serveciable
522212,Guntur,Andhra Pradesh,16.1835,80.51,Guntur,,,,13.4637,serveciable
522213,Guntur,Andhra Pradesh,16.2535,80.54,Guntur,,,,10.4288,serveciable
522233,Guntur,Andhra Pradesh,16.17514,80.24,Guntur,,,,25.8027,serveciable
522234,Guntur,Andhra Pradesh,16.20095,80.2,Guntur,,,,28.4664,serveciable
522235,Guntur,Andhra Pradesh,16.07441,80.33,Guntur,,,,27.1827,serveciable
522236,Guntur,Andhra Pradesh,16.4712,80.44,Guntur,,,,20.1767,serveciable
522237,Guntur,Andhra Pradesh,16.5408,80.5,Vijayawada,,,,14.3712,serveciable
522256,Guntur,Andhra Pradesh,16.09579,80.78,Guntur,,,,41.3293,serveciable
522257,Guntur,Andhra Pradesh,16.09764,80.84,Guntur,,,,46.8172,serveciable
522258,Guntur,Andhra Pradesh,16.02318,80.77,Guntur,,,,45.2584,serveciable
522259,Guntur,Andhra Pradesh,16.0689,80.72,Guntur,,,,37.892,serveciable
522261,Guntur,Andhra Pradesh,16.16698,80.74,Guntur,,,,33.8488,serveciable
522268,Guntur,Andhra Pradesh,15.99884,80.72,Guntur,,,,43.3571,serveciable
522301,Guntur,Andhra Pradesh,16.24743,80.75,Vijayawada,,,,32.3018,serveciable
522302,Guntur,Andhra Pradesh,16.41718,80.6,Vijayawada,,,,11.403,serveciable
522303,Guntur,Andhra Pradesh,16.42334,80.65,Vijayawada,,,,10.3693,serveciable
522304,Guntur,Andhra Pradesh,16.29867,80.74,Vijayawada,,,,26.6664,serveciable
522305,Guntur,Andhra Pradesh,16.37805,80.67,Vijayawada,,,,15.7554,serveciable
522306,Guntur,Andhra Pradesh,16.29521,80.65,Guntur,,,,21.3538,serveciable
522307,Guntur,Andhra Pradesh,16.31844,80.66,Vijayawada,,,,22.0581,serveciable
522308,Guntur,Andhra Pradesh,16.36266,80.71,Vijayawada,,,,18.8671,serveciable
522309,Guntur,Andhra Pradesh,16.03365,80.66,Guntur,,,,36.2704,serveciable
522310,Guntur,Andhra Pradesh,15.97684,80.5,Guntur,,,,35.229,serveciable
522311,Guntur,Andhra Pradesh,16.01904,80.59,Guntur,,,,33.6357,serveciable
522312,Guntur,Andhra Pradesh,16.12998,80.62,Guntur,,,,25.4182,serveciable
522313,Guntur,Andhra Pradesh,16.18822,80.65,Guntur,,,,24.1657,serveciable
522314,Guntur,Andhra Pradesh,15.92417,80.63,Guntur,,,,44.9945,serveciable
522315,Guntur,Andhra Pradesh,16.02062,80.5,Guntur,,,,30.426,serveciable
522316,Guntur,Andhra Pradesh,16.11004,80.54,Guntur,,,,22.1987,serveciable
522317,Guntur,Andhra Pradesh,15.90195,80.41,Guntur,,,,43.3603,serveciable
522318,Guntur,Andhra Pradesh,16.15272,80.58,Guntur,,,,20.6317,serveciable
522324,Guntur,Andhra Pradesh,16.17597,80.81,Guntur,,,,40.4718,serveciable
522325,Guntur,Andhra Pradesh,16.11191,80.67,Guntur,,,,30.7245,serveciable
522329,Guntur,Andhra Pradesh,15.96519,80.64,Guntur,,,,41.429,serveciable
522330,Guntur,Andhra Pradesh,16.35533,80.59,Guntur,,,,16.6123,serveciable
522341,Guntur,Andhra Pradesh,16.07443,80.61,Guntur,,,,29.4366,serveciable
522401,Guntur,Andhra Pradesh,16.4017,80.28,Guntur,,,,21.984,serveciable
522402,Guntur,Andhra Pradesh,16.48598,80.23,Guntur,,,,32.0263,serveciable
522403,Guntur,Andhra Pradesh,16.38368,80.15,Guntur,,,,33.6638,serveciable
522408,Guntur,Andhra Pradesh,16.34007,80.09,Guntur,,,,38.8195,serveciable
522410,Guntur,Andhra Pradesh,16.55927,80.14,Guntur,,,,44.6061,serveciable
522412,Guntur,Andhra Pradesh,16.43554,80.07,Guntur,,,,43.6532,serveciable
522436,Guntur,Andhra Pradesh,16.52304,80.28,Guntur,,,,31.6275,serveciable
522438,Guntur,Andhra Pradesh,16.35383,80.26,Guntur,,,,21.482,serveciable
522439,Guntur,Andhra Pradesh,16.53661,79.28,Nalgonda,,,,36.3516,serveciable
522501,Guntur,Andhra Pradesh,16.49094,80.59,Vijayawada,,,,5.2253,serveciable
522502,Guntur,Andhra Pradesh,16.45219,80.54,Vijayawada,,,,12.0505,serveciable
522503,Guntur,Andhra Pradesh,16.43909,80.56,Vijayawada,,,,11.4171,serveciable
522508,Guntur,Andhra Pradesh,16.38059,80.51,Guntur,,,,11.9356,serveciable
522509,Guntur,Andhra Pradesh,16.31377,80.51,Guntur,,,,6.9275,serveciable
522510,Guntur,Andhra Pradesh,16.37344,80.54,Guntur,,,,13.3535,serveciable
522529,Guntur,Andhra Pradesh,16.29259,80.25,Guntur,,,,21.348,serveciable
522549,Guntur,Andhra Pradesh,16.22665,80.11,Guntur,,,,36.9716,serveciable
522601,Guntur,Andhra Pradesh,16.22453,80.04,Guntur,,,,44.3683,serveciable
522603,Guntur,Andhra Pradesh,16.26596,80.02,Guntur,,,,45.9749,serveciable
522611,Guntur,Andhra Pradesh,16.15627,80.12,Guntur,,,,38.2426,serveciable
522616,Guntur,Andhra Pradesh,16.07606,80.16,Guntur,,,,39.051,serveciable
341021,Nagaur,Rajasthan,27.14297,73.66,Jaipur,,,,212.2682,serveciable
522619,Guntur,Andhra Pradesh,16.11423,80.22,Guntur,,,,31.387,serveciable
522626,Guntur,Andhra Pradesh,16.05252,80.11,Guntur,,,,44.8971,serveciable
627719,Tirunelveli,Tamil Nadu,9.23966,77.65,Tirunelveli,,,,57.0535,serveciable
341304,Nagaur,Rajasthan,27.61859,74.54,Jaipur,,,,146.1902,serveciable
341317,Nagaur,Rajasthan,27.39806,74.33,Jaipur,,,,153.9786,serveciable
523168,Prakasam,Andhra Pradesh,15.89131,80.33,Guntur,,,,46.1489,serveciable
523169,Prakasam,Andhra Pradesh,15.98116,80.28,Guntur,,,,38.8467,serveciable
523171,Prakasam,Andhra Pradesh,16.01223,80.25,Guntur,,,,37.5538,serveciable
403001,North Goa,Goa,15.49011,73.83,Kalaburagi,,,,380.176,serveciable
523301,Prakasam,Andhra Pradesh,16.02061,80.16,Guntur,,,,43.0886,serveciable
403002,North Goa,Goa,15.47246,73.81,Kalaburagi,,,,383.0425,serveciable
403005,North Goa,Goa,15.47549,73.85,Kalaburagi,,,,379.2711,serveciable
403006,North Goa,Goa,15.50652,73.88,Kalaburagi,,,,374.6907,serveciable
403101,North Goa,Goa,15.53186,73.86,Kalaburagi,,,,374.9591,serveciable
403104,North Goa,Goa,15.44264,73.92,Kalaburagi,,,,375.0798,serveciable
403106,South Goa,Goa,15.5384,73.95,Kalaburagi,,,,366.4751,serveciable
403107,South Goa,Goa,15.51764,73.97,Kalaburagi,,,,365.9662,serveciable
403108,North Goa,Goa,15.45765,73.88,Kalaburagi,,,,377.6912,serveciable
403206,North Goa,Goa,15.45376,73.84,Kalaburagi,,,,381.4973,serveciable
403402,North Goa,Goa,15.49469,73.9,Kalaburagi,,,,373.6234,serveciable
403403,North Goa,Goa,15.5242,73.92,Kalaburagi,,,,370.0283,serveciable
403404,North Goa,Goa,15.43158,73.96,Kalaburagi,,,,372.2541,serveciable
403501,North Goa,Goa,15.54003,73.84,Kalaburagi,,,,376.2783,serveciable
403502,North Goa,Goa,15.62577,73.88,Kalaburagi,,,,367.6031,serveciable
403504,North Goa,Goa,15.59814,73.94,Kalaburagi,,,,363.7718,serveciable
403508,North Goa,Goa,15.59153,73.87,Kalaburagi,,,,370.5126,serveciable
403509,North Goa,Goa,15.5913,73.77,Kalaburagi,,,,379.6632,serveciable
403511,North Goa,Goa,15.54779,73.8,Kalaburagi,,,,379.4483,serveciable
403512,North Goa,Goa,15.70731,73.82,Kalaburagi,,,,368.5191,serveciable
403513,North Goa,Goa,15.66927,73.86,Kalaburagi,,,,366.9441,serveciable
403516,North Goa,Goa,15.54642,73.77,Kalaburagi,,,,382.2602,serveciable
403517,North Goa,Goa,15.6355,73.77,Kalaburagi,,,,377.1526,serveciable
403521,North Goa,Goa,15.52465,73.83,Kalaburagi,,,,378.0995,serveciable
403526,North Goa,Goa,15.63417,73.86,Kalaburagi,,,,368.9479,serveciable
403527,North Goa,Goa,15.65776,73.73,Kalaburagi,,,,379.6182,serveciable
403529,North Goa,Goa,15.59534,73.99,Kalaburagi,,,,359.4286,serveciable
524121,Nellore,Andhra Pradesh,13.70674,80.03,Thiruvallur,,,,50.4227,serveciable
524123,Nellore,Andhra Pradesh,13.79617,80.01,Thiruvallur,,,,60.494,serveciable
524124,Nellore,Andhra Pradesh,13.71834,80.17,Thiruvallur,,,,53.0758,serveciable
524126,Nellore,Andhra Pradesh,13.91547,79.91,Nellore,,,,60.0595,serveciable
524127,Nellore,Andhra Pradesh,13.94327,80.03,Nellore,,,,56.5106,serveciable
524129,Nellore,Andhra Pradesh,13.82477,79.82,Tirupati,,,,48.3315,serveciable
524131,Nellore,Andhra Pradesh,14.04574,79.75,Nellore,,,,51.8623,serveciable
403710,South Goa,Goa,15.39364,73.92,Kalaburagi,,,,378.1867,serveciable
403711,South Goa,Goa,15.39501,73.86,Kalaburagi,,,,383.3799,serveciable
403712,South Goa,Goa,15.34843,73.9,Kalaburagi,,,,382.8429,serveciable
403722,South Goa,Goa,15.35025,73.93,Kalaburagi,,,,380.1114,serveciable
403726,South Goa,Goa,15.37604,73.87,Kalaburagi,,,,383.7003,serveciable
403801,South Goa,Goa,15.38038,73.83,Kalaburagi,,,,386.9518,serveciable
403802,South Goa,Goa,15.39516,73.82,Kalaburagi,,,,386.9098,serveciable
403803,South Goa,Goa,15.41394,73.79,Kalaburagi,,,,388.4118,serveciable
403804,South Goa,Goa,15.40329,73.8,Kalaburagi,,,,388.1798,serveciable
627764,Tirunelveli,Tamil Nadu,9.29136,77.47,Tirunelveli,,,,67.757,serveciable
628503,Tuticorin,Tamil Nadu,9.15266,77.82,Tirunelveli,,,,48.526,serveciable
628720,Tuticorin,Tamil Nadu,9.09263,77.92,Tirunelveli,,,,46.4553,serveciable
628721,Tuticorin,Tamil Nadu,9.13134,77.77,Tirunelveli,,,,45.111,serveciable
628901,Tuticorin,Tamil Nadu,9.09649,78.29,Tirunelveli,,,,75.632,serveciable
625101,Madurai,Tamil Nadu,10.1614,78.35,Madurai,,,,36.7773,serveciable
625102,Madurai,Tamil Nadu,10.08366,78.44,Madurai,,,,39.9719,serveciable
625105,Madurai,Tamil Nadu,10.11937,78.31,Madurai,,,,30.3806,serveciable
625109,Madurai,Tamil Nadu,9.9997,78.41,Madurai,,,,33.757,serveciable
625205,Madurai,Tamil Nadu,10.06161,77.93,Madurai,,,,24.5499,serveciable
625207,Madurai,Tamil Nadu,10.03383,77.91,Madurai,,,,24.759,serveciable
625701,Madurai,Tamil Nadu,9.67465,78.01,Madurai,,,,30.4345,serveciable
413604,Osmanabad,Maharashtra,17.91046,76.46,Kalaburagi,,,,75.7592,serveciable
625702,Madurai,Tamil Nadu,9.69427,77.83,Madurai,,,,40.3519,serveciable
524401,Nellore,Andhra Pradesh,13.55444,80.14,Thiruvallur,,,,34.6124,serveciable
524402,Nellore,Andhra Pradesh,14.01611,79.87,Nellore,,,,49.9499,serveciable
524403,Nellore,Andhra Pradesh,13.91603,80.15,Nellore,,,,61.8295,serveciable
625703,Madurai,Tamil Nadu,9.73604,77.79,Madurai,,,,41.1622,serveciable
524410,Nellore,Andhra Pradesh,14.07508,79.9,Nellore,,,,42.8026,serveciable
524411,Nellore,Andhra Pradesh,14.12891,80.08,Nellore,,,,36.9972,serveciable
524413,Nellore,Andhra Pradesh,14.04351,80.04,Nellore,,,,45.5197,serveciable
524415,Nellore,Andhra Pradesh,14.03108,80.1,Nellore,,,,48.0668,serveciable
524421,Nellore,Andhra Pradesh,13.91484,79.8,Tirupati,,,,51.8399,serveciable
530001,Visakhapatnam,Andhra Pradesh,17.69904,83.3,Vijayawada,,,,312.6013,serveciable
530002,Visakhapatnam,Andhra Pradesh,17.71315,83.31,Vijayawada,,,,314.2176,serveciable
530003,Visakhapatnam,Andhra Pradesh,17.72613,83.33,Vijayawada,,,,316.7454,serveciable
530004,Visakhapatnam,Andhra Pradesh,17.71927,83.3,Vijayawada,,,,313.5412,serveciable
530005,Visakhapatnam,Andhra Pradesh,17.66895,83.28,Vijayawada,,,,309.2928,serveciable
530007,Visakhapatnam,Andhra Pradesh,17.74335,83.26,Vijayawada,,,,310.8538,serveciable
530008,Visakhapatnam,Andhra Pradesh,17.73232,83.28,Vijayawada,,,,312.2381,serveciable
530009,Visakhapatnam,Andhra Pradesh,17.72749,83.23,Vijayawada,,,,307.2261,serveciable
530011,Visakhapatnam,Andhra Pradesh,17.68013,83.24,Vijayawada,,,,305.9465,serveciable
530012,Visakhapatnam,Andhra Pradesh,17.70719,83.19,Vijayawada,,,,302.4298,serveciable
530013,Visakhapatnam,Andhra Pradesh,17.74025,83.31,Vijayawada,,,,315.4881,serveciable
530014,Visakhapatnam,Andhra Pradesh,17.69226,83.26,Vijayawada,,,,308.4351,serveciable
530015,Visakhapatnam,Andhra Pradesh,17.69921,83.22,Vijayawada,,,,304.9196,serveciable
530016,Visakhapatnam,Andhra Pradesh,17.73259,83.3,Vijayawada,,,,314.1674,serveciable
530017,Visakhapatnam,Andhra Pradesh,17.73379,83.34,Vijayawada,,,,318.0641,serveciable
